geneNcbiID,geneDSI,geneDPI,diseaseName,score,gene_index,disease_index
5364,0.614,0.565,Breast Cancer,0.6000000000000001,1791,1
89832,0.573,0.826,Bipolar Disorder,0.6000000000000001,920,16
5935,0.551,0.783,Breast Cancer,0.6000000000000001,1792,1
19,0.441,0.913,Breast Cancer,0.6000000000000001,361,1
7018,0.366,0.957,Schizophrenias,0.6000000000000001,577,14
5916,0.545,0.783,Breast Cancer,0.6000000000000001,1793,1
5625,0.577,0.739,Breast Cancer,0.6000000000000001,673,1
4353,0.358,0.957,Colorectal Cancer,0.6000000000000001,237,7
23081,0.574,0.826,Breast Cancer,0.6000000000000001,1794,1
1063,0.527,0.87,Breast Cancer,0.6000000000000001,1795,1
2033,0.42,0.957,Breast Cancer,0.6000000000000001,1379,1
5950,0.438,0.913,Breast Cancer,0.6000000000000001,107,1
3562,0.436,0.87,Schizophrenias,0.6000000000000001,1104,14
5053,0.477,0.913,Schizophrenias,0.6000000000000001,1768,14
5338,0.585,0.783,Breast Cancer,0.6000000000000001,1796,1
639,0.501,0.826,Rheumatoid arthritis,0.6000000000000001,1274,10
8359,0.542,0.826,Breast Cancer,0.6000000000000001,1797,1
2539,0.393,0.913,Bipolar Disorder,0.6000000000000001,1798,16
4627,0.472,0.826,Breast Cancer,0.6000000000000001,1799,1
4803,0.362,0.957,Bipolar Disorder,0.6000000000000001,556,16
28514,0.471,0.87,Breast Cancer,0.6000000000000001,1800,1
978,0.539,0.783,Breast Cancer,0.6000000000000001,1801,1
7372,0.57,0.826,Colorectal Cancer,0.6000000000000001,1802,7
11317,0.568,0.783,Type 2 Diabetes,0.6000000000000001,1803,0
6571,0.514,0.826,Bipolar Disorder,0.6000000000000001,240,16
1408,0.566,0.739,Bipolar Disorder,0.6000000000000001,1804,16
1636,0.306,0.957,Bipolar Disorder,0.6000000000000001,41,16
6632,0.514,0.913,Systemic lupus erythematosus,0.6000000000000001,1805,15
2950,0.365,0.957,Schizophrenias,0.6000000000000001,201,14
1493,0.354,0.957,Schizophrenias,0.6000000000000001,90,14
627,0.324,0.957,Bipolar Disorder,0.6000000000000001,55,16
28998,0.652,0.522,Breast Cancer,0.6000000000000001,1806,1
7166,0.516,0.913,Bipolar Disorder,0.6000000000000001,753,16
10297,0.523,0.87,Colorectal Cancer,0.6000000000000001,1604,7
3418,0.42,0.87,Colorectal Cancer,0.6000000000000001,1807,7
5880,0.518,0.913,Breast Cancer,0.6000000000000001,1808,1
6425,0.532,0.826,Colorectal Cancer,0.6000000000000001,1809,7
7128,0.426,0.913,Colorectal Cancer,0.6000000000000001,426,7
6750,0.352,0.913,Bipolar Disorder,0.6000000000000001,883,16
3219,0.588,0.609,Breast Cancer,0.6000000000000001,1810,1
4524,0.338,0.913,Type 1 Diabetes,0.6000000000000001,225,3
2045,0.564,0.783,Colorectal Cancer,0.6000000000000001,1811,7
3782,0.538,0.913,Bipolar Disorder,0.6000000000000001,460,16
6507,0.385,0.957,Bipolar Disorder,0.6000000000000001,701,16
6648,0.353,1.0,Rheumatoid arthritis,0.6000000000000001,250,10
3486,0.379,0.913,Rheumatoid arthritis,0.6000000000000001,320,10
3516,0.522,0.826,Rheumatoid arthritis,0.6000000000000001,1812,10
9145,0.738,0.565,Schizophrenias,0.6000000000000001,1813,14
2069,0.516,0.826,Breast Cancer,0.6000000000000001,1814,1
2877,0.511,0.913,Breast Cancer,0.6000000000000001,1815,1
1875,0.614,0.435,Prostate Cancer,0.6000000000000001,1816,20
123606,0.605,0.609,Amyotrophic Lateral Sclerosis (ALS),0.6000000000000001,1817,8
596,0.299,0.913,Bipolar Disorder,0.6000000000000001,54,16
9248,0.7,0.478,Bipolar Disorder,0.6000000000000001,1818,16
51649,0.727,0.261,Breast Cancer,0.6000000000000001,1819,1
8651,0.436,0.913,Rheumatoid arthritis,0.6000000000000001,484,10
6165,0.585,0.739,Sickle Cell Anemia,0.6000000000000001,1820,17
7355,0.508,0.957,Breast Cancer,0.6000000000000001,1821,1
4763,0.373,0.913,Colorectal Cancer,0.6000000000000001,866,7
1301,0.474,0.826,Breast Cancer,0.6000000000000001,1822,1
10857,0.547,0.87,Alzheimer Disease,0.6000000000000001,1823,2
2115,0.556,0.696,Colorectal Cancer,0.6000000000000001,1824,7
9055,0.558,0.783,Breast Cancer,0.6000000000000001,1388,1
55959,0.552,0.783,Breast Cancer,0.6000000000000001,1825,1
4627,0.472,0.826,Breast Cancer,0.6000000000000001,1799,1
3934,0.362,0.957,Rheumatoid arthritis,0.6000000000000001,1544,10
4862,0.588,0.783,Bipolar Disorder,0.6000000000000001,1826,16
3064,0.487,0.913,Huntington Disease,0.6000000000000001,10,6
6667,0.427,0.913,Schizophrenias,0.6000000000000001,1145,14
7074,0.551,0.87,Colorectal Cancer,0.6000000000000001,1827,7
23209,0.606,0.739,Schizophrenias,0.6000000000000001,1828,14
8518,0.512,0.957,Breast Cancer,0.6000000000000001,1829,1
51366,0.559,0.826,Breast Cancer,0.6000000000000001,1830,1
10365,0.518,0.87,Colorectal Cancer,0.6000000000000001,1831,7
54106,0.401,0.913,Colorectal Cancer,0.6000000000000001,588,7
4440,0.526,0.783,Breast Cancer,0.6000000000000001,1832,1
10579,0.647,0.739,Breast Cancer,0.6000000000000001,1833,1
1015,0.44,0.913,Bipolar Disorder,0.6000000000000001,1834,16
1385,0.411,0.957,Bipolar Disorder,0.6000000000000001,1214,16
348,0.326,0.957,Bipolar Disorder,0.6000000000000001,6,16
23411,0.372,0.957,Schizophrenias,0.6000000000000001,494,14
2892,0.538,0.826,Schizophrenias,0.6000000000000001,1512,14
23411,0.372,0.957,Cardiovascular Diseases,0.6000000000000001,494,12
8836,0.5,0.913,Colorectal Cancer,0.6000000000000001,968,7
252983,0.738,0.391,Breast Cancer,0.6000000000000001,1835,1
26038,0.564,0.783,Colorectal Cancer,0.6000000000000001,1836,7
5819,0.537,0.826,Breast Cancer,0.6000000000000001,440,1
1776,0.507,0.826,Breast Cancer,0.6000000000000001,642,1
1894,0.606,0.478,Breast Cancer,0.6000000000000001,1837,1
3598,0.546,0.826,Breast Cancer,0.6000000000000001,1838,1
52,0.478,0.913,Schizophrenias,0.6000000000000001,717,14
53826,0.617,0.696,Schizophrenias,0.6000000000000001,1839,14
79648,0.589,0.696,Breast Cancer,0.6000000000000001,1840,1
4128,0.425,0.957,Breast Cancer,0.6000000000000001,512,1
406914,0.605,0.609,Breast Cancer,0.6000000000000001,1841,1
708,0.57,0.783,Breast Cancer,0.6000000000000001,1842,1
7486,0.503,0.826,Colorectal Cancer,0.6000000000000001,1053,7
4654,0.492,0.87,Breast Cancer,0.6000000000000001,1843,1
7090,0.639,0.652,Breast Cancer,0.6000000000000001,1844,1
7184,0.461,0.957,Bipolar Disorder,0.6000000000000001,1845,16
5802,0.586,0.826,Colorectal Cancer,0.6000000000000001,1846,7
10155,0.53,0.783,Colorectal Cancer,0.6000000000000001,1847,7
6038,0.679,0.652,Amyotrophic Lateral Sclerosis (ALS),0.6000000000000001,1848,8
4846,0.361,1.0,Bipolar Disorder,0.6000000000000001,130,16
9030,0.783,0.217,Bipolar Disorder,0.6000000000000001,1849,16
1742,0.55,0.783,Bipolar Disorder,0.6000000000000001,858,16
3557,0.353,0.957,Bipolar Disorder,0.6000000000000001,232,16
29949,0.534,0.87,Rheumatoid arthritis,0.6000000000000001,1850,10
6721,0.503,0.826,Breast Cancer,0.6000000000000001,1237,1
79837,0.679,0.652,Schizophrenias,0.6000000000000001,1851,14
2356,0.645,0.609,Rheumatoid arthritis,0.6000000000000001,1852,10
5426,0.474,0.87,Colorectal Cancer,0.6000000000000001,239,7
7253,0.436,0.913,Breast Cancer,0.6000000000000001,289,1
406934,0.483,0.913,Type 2 Diabetes,0.6000000000000001,1853,0
111589215,0.7,0.435,Breast Cancer,0.6000000000000001,1854,1
5909,0.501,0.826,Breast Cancer,0.6000000000000001,1855,1
5174,0.596,0.739,Breast Cancer,0.6000000000000001,1758,1
57561,0.667,0.565,Breast Cancer,0.6000000000000001,1856,1
23347,0.564,0.87,Duchenne Muscular Dystrophy,0.6000000000000001,1857,9
3360,0.544,0.652,Schizophrenias,0.6000000000000001,1858,14
5297,0.513,0.87,Schizophrenias,0.6000000000000001,1859,14
836,0.363,0.913,Schizophrenias,0.6000000000000001,608,14
9177,0.631,0.609,Schizophrenias,0.6000000000000001,1860,14
2901,0.679,0.739,Schizophrenias,0.6000000000000001,1861,14
133,0.407,0.913,Bipolar Disorder,0.6000000000000001,725,16
3572,0.439,0.913,Colorectal Cancer,0.6000000000000001,762,7
6721,0.503,0.826,Breast Cancer,0.6000000000000001,1237,1
5319,0.443,0.913,Bipolar Disorder,0.6000000000000001,563,16
5444,0.407,1.0,Colorectal Cancer,0.6000000000000001,341,7
57007,0.454,0.957,Colorectal Cancer,0.6000000000000001,1649,7
100289255,0.652,0.304,Colorectal Cancer,0.6000000000000001,1862,7
8841,0.477,0.87,Schizophrenias,0.6000000000000001,1863,14
7494,0.467,0.957,Schizophrenias,0.6000000000000001,838,14
5144,0.483,0.913,Schizophrenias,0.6000000000000001,1864,14
1759,0.499,0.87,Schizophrenias,0.6000000000000001,1254,14
23405,0.396,0.913,Schizophrenias,0.6000000000000001,840,14
2897,0.609,0.783,Schizophrenias,0.6000000000000001,1865,14
9517,0.624,0.696,Amyotrophic Lateral Sclerosis (ALS),0.6000000000000001,1866,8
407017,0.549,0.87,Colorectal Cancer,0.6000000000000001,1867,7
2950,0.365,0.957,Amyotrophic Lateral Sclerosis (ALS),0.6000000000000001,201,8
442893,0.51,0.913,Type 2 Diabetes,0.6000000000000001,1868,0
5426,0.474,0.87,Breast Cancer,0.6000000000000001,239,1
55215,0.519,0.87,Breast Cancer,0.6000000000000001,1869,1
6775,0.436,0.913,Breast Cancer,0.6000000000000001,265,1
2042,0.533,0.826,Colorectal Cancer,0.6000000000000001,1870,7
412,0.445,0.913,Rheumatoid arthritis,0.6000000000000001,1871,10
3133,0.523,0.87,Schizophrenias,0.6000000000000001,1872,14
10369,0.643,0.652,Schizophrenias,0.6000000000000001,1873,14
9619,0.461,0.87,Colorectal Cancer,0.6000000000000001,1874,7
3350,0.474,0.913,Bipolar Disorder,0.6000000000000001,506,16
80310,0.549,0.652,Colorectal Cancer,0.6000000000000001,1875,7
7374,0.581,0.87,Colorectal Cancer,0.6000000000000001,1876,7
10257,0.52,0.87,Colorectal Cancer,0.6000000000000001,1877,7
3977,0.489,0.87,Colorectal Cancer,0.6000000000000001,1878,7
4306,0.427,0.913,Colorectal Cancer,0.6000000000000001,1879,7
3628,0.727,0.652,Bipolar Disorder,0.6000000000000001,1880,16
5154,0.506,0.826,Breast Cancer,0.6000000000000001,1881,1
4118,0.546,0.87,Breast Cancer,0.6000000000000001,1882,1
9462,0.611,0.478,Colorectal Cancer,0.6000000000000001,1613,7
10714,0.686,0.652,Colorectal Cancer,0.6000000000000001,1883,7
23678,0.65,0.739,Breast Cancer,0.6000000000000001,1884,1
2559,0.529,0.913,Schizophrenias,0.6000000000000001,1885,14
10280,0.544,0.87,Schizophrenias,0.6000000000000001,752,14
1356,0.409,0.957,Schizophrenias,0.6000000000000001,848,14
79813,0.423,0.913,Breast Cancer,0.6000000000000001,1539,1
57104,0.512,0.913,Cardiovascular Diseases,0.6000000000000001,1886,12
6573,0.505,0.913,Colorectal Cancer,0.6000000000000001,1887,7
10537,0.576,0.739,Breast Cancer,0.6000000000000001,1888,1
5587,0.447,0.87,Colorectal Cancer,0.6000000000000001,1889,7
5594,0.336,0.957,Schizophrenias,0.6000000000000001,766,14
115209,0.52,0.87,Colorectal Cancer,0.6000000000000001,1890,7
10142,0.591,0.783,Colorectal Cancer,0.6000000000000001,1891,7
3915,0.585,0.739,Colorectal Cancer,0.6000000000000001,1892,7
120892,0.473,0.87,Frontotemporal dementia,0.6000000000000001,13,11
7167,0.506,0.87,Alzheimer Disease,0.6000000000000001,1893,2
6416,0.53,0.783,Colorectal Cancer,0.6000000000000001,1894,7
1404,0.503,0.87,Colorectal Cancer,0.6000000000000001,1895,7
7040,0.264,0.913,Bipolar Disorder,0.6000000000000001,82,16
2202,0.48,0.826,Breast Cancer,0.6000000000000001,1896,1
183,0.339,0.957,Bipolar Disorder,0.6000000000000001,100,16
2074,0.469,0.913,Lung Cancer,0.6000000000000001,1318,19
1741,0.605,0.609,Schizophrenias,0.6000000000000001,1593,14
26468,0.676,0.522,Schizophrenias,0.6000000000000001,1897,14
27087,0.453,0.957,Schizophrenias,0.6000000000000001,1898,14
2946,0.447,1.0,Schizophrenias,0.6000000000000001,1899,14
6007,0.577,0.783,Schizophrenias,0.6000000000000001,1900,14
10815,0.507,0.826,Schizophrenias,0.6000000000000001,1901,14
1103,0.494,0.957,Schizophrenias,0.6000000000000001,331,14
2182,0.514,0.87,Colorectal Cancer,0.6000000000000001,1902,7
1769,0.479,0.913,Colorectal Cancer,0.6000000000000001,1560,7
4968,0.454,0.913,Huntington Disease,0.6000000000000001,668,6
8667,0.65,0.739,Colorectal Cancer,0.6000000000000001,1485,7
7257,0.738,0.348,Bipolar Disorder,0.6000000000000001,1903,16
4129,0.484,0.957,Bipolar Disorder,0.6000000000000001,88,16
706,0.453,0.957,Bipolar Disorder,0.6000000000000001,1904,16
5187,0.521,0.957,Colorectal Cancer,0.6000000000000001,1069,7
2201,0.482,0.87,Colorectal Cancer,0.6000000000000001,1905,7
90,0.505,0.87,Breast Cancer,0.6000000000000001,1906,1
53335,0.479,0.913,Breast Cancer,0.6000000000000001,1093,1
2131,0.494,0.913,Breast Cancer,0.6000000000000001,1907,1
11122,0.586,0.783,Colorectal Cancer,0.6000000000000001,1908,7
6424,0.488,0.783,Colorectal Cancer,0.6000000000000001,1187,7
5467,0.45,0.913,Bipolar Disorder,0.6000000000000001,623,16
6648,0.353,1.0,Bipolar Disorder,0.6000000000000001,250,16
59,0.469,0.826,Breast Cancer,0.6000000000000001,1909,1
1114,0.571,0.739,Schizophrenias,0.6000000000000001,1910,14
23043,0.591,0.783,Schizophrenias,0.6000000000000001,1911,14
9821,0.576,0.783,Schizophrenias,0.6000000000000001,398,14
4734,0.561,0.87,Breast Cancer,0.6000000000000001,1912,1
1280,0.418,0.913,Rheumatoid arthritis,0.6000000000000001,1913,10
8907,0.518,0.957,Breast Cancer,0.6000000000000001,1914,1
7296,0.528,0.87,Colorectal Cancer,0.6000000000000001,1915,7
9473,0.659,0.696,Breast Cancer,0.6000000000000001,1916,1
633,0.478,0.87,Breast Cancer,0.6000000000000001,1917,1
19,0.441,0.913,Colorectal Cancer,0.6000000000000001,361,7
6514,0.497,0.913,Breast Cancer,0.6000000000000001,275,1
2944,0.368,1.0,Type 1 Diabetes,0.6000000000000001,323,3
5997,0.536,0.913,Breast Cancer,0.6000000000000001,1918,1
5211,0.717,0.435,Bipolar Disorder,0.6000000000000001,1919,16
23136,0.582,0.696,Breast Cancer,0.6000000000000001,1920,1
2521,0.44,0.957,Breast Cancer,0.6000000000000001,39,1
28234,0.528,0.826,Colorectal Cancer,0.6000000000000001,1921,7
55676,0.689,0.609,Alzheimer Disease,0.6000000000000001,1922,2
4921,0.461,0.913,Colorectal Cancer,0.6000000000000001,1923,7
19,0.441,0.913,Colorectal Cancer,0.6000000000000001,361,7
1902,0.52,0.913,Colorectal Cancer,0.6000000000000001,1037,7
23345,0.479,0.913,Colorectal Cancer,0.6000000000000001,308,7
355,0.33,0.913,Cystic Fibrosis,0.6000000000000001,101,5
8289,0.415,0.913,Colorectal Cancer,0.6000000000000001,901,7
3156,0.43,0.913,Duchenne Muscular Dystrophy,0.6000000000000001,353,9
3927,0.514,0.87,Schizophrenias,0.6000000000000001,1924,14
4277,0.553,0.826,Schizophrenias,0.6000000000000001,1925,14
5289,0.415,0.913,Schizophrenias,0.6000000000000001,1926,14
5321,0.479,0.913,Breast Cancer,0.6000000000000001,1148,1
30818,0.556,0.826,Breast Cancer,0.6000000000000001,1927,1
489,0.602,0.739,Breast Cancer,0.6000000000000001,1928,1
30816,0.555,0.826,Bipolar Disorder,0.6000000000000001,1147,16
5789,0.534,0.957,Colorectal Cancer,0.6000000000000001,1222,7
494326,0.599,0.739,Type 2 Diabetes,0.6000000000000001,1929,0
29789,0.664,0.522,Breast Cancer,0.6000000000000001,1930,1
11309,0.612,0.696,Breast Cancer,0.6000000000000001,1931,1
267,0.555,0.826,Breast Cancer,0.6000000000000001,1932,1
57492,0.395,0.913,Breast Cancer,0.6000000000000001,1671,1
633,0.478,0.87,Breast Cancer,0.6000000000000001,1917,1
63967,0.639,0.522,Breast Cancer,0.6000000000000001,1933,1
10445,0.643,0.565,Colorectal Cancer,0.6000000000000001,1934,7
2070,0.591,0.696,Colorectal Cancer,0.6000000000000001,1935,7
31,0.544,0.826,Colorectal Cancer,0.6000000000000001,1936,7
678,0.625,0.696,Colorectal Cancer,0.6000000000000001,1937,7
1407,0.559,0.826,Bipolar Disorder,0.6000000000000001,1938,16
2158,0.503,0.783,Bipolar Disorder,0.6000000000000001,1939,16
3359,0.502,0.957,Bipolar Disorder,0.6000000000000001,938,16
3485,0.429,0.826,Bipolar Disorder,0.6000000000000001,1940,16
9145,0.738,0.565,Bipolar Disorder,0.6000000000000001,1813,16
3627,0.348,0.957,Cardiovascular Diseases,0.6000000000000001,1941,12
7143,0.624,0.652,Parkinson Disease,0.6000000000000001,1942,4
1993,0.466,0.913,Schizophrenias,0.6000000000000001,1943,14
2847,0.676,0.565,Schizophrenias,0.6000000000000001,1632,14
9732,0.625,0.652,Schizophrenias,0.6000000000000001,1944,14
8220,0.618,0.826,Schizophrenias,0.6000000000000001,1945,14
355,0.33,0.913,Schizophrenias,0.6000000000000001,101,14
4719,0.581,0.783,Schizophrenias,0.6000000000000001,1946,14
1244,0.45,0.913,Rheumatoid arthritis,0.6000000000000001,1033,10
9563,0.569,0.739,Breast Cancer,0.6000000000000001,1947,1
2952,0.389,0.957,Cystic Fibrosis,0.6000000000000001,332,5
5519,0.622,0.739,Colorectal Cancer,0.6000000000000001,1948,7
27111,0.436,0.913,Colorectal Cancer,0.6000000000000001,1949,7
1404,0.503,0.87,Colorectal Cancer,0.6000000000000001,1895,7
340706,0.727,0.522,Colorectal Cancer,0.6000000000000001,1950,7
167465,0.727,0.696,Breast Cancer,0.6000000000000001,1951,1
1394,0.507,0.957,Bipolar Disorder,0.6000000000000001,1952,16
3700,0.576,0.739,Bipolar Disorder,0.6000000000000001,1953,16
59352,0.588,0.696,Breast Cancer,0.6000000000000001,1954,1
6425,0.532,0.826,Breast Cancer,0.6000000000000001,1809,1
4855,0.499,0.913,Bipolar Disorder,0.6000000000000001,291,16
613,0.436,0.913,Bipolar Disorder,0.6000000000000001,1955,16
728448,0.793,0.391,Bipolar Disorder,0.6000000000000001,1956,16
773,0.435,0.957,Bipolar Disorder,0.6000000000000001,1608,16
9770,0.603,0.652,Colorectal Cancer,0.6000000000000001,1957,7
119391,0.586,0.739,Alzheimer Disease,0.6000000000000001,1260,2
64151,0.593,0.652,Colorectal Cancer,0.6000000000000001,1958,7
1778,0.529,0.739,Amyotrophic Lateral Sclerosis (ALS),0.6000000000000001,1959,8
2070,0.591,0.696,Colorectal Cancer,0.6000000000000001,1935,7
1656,0.59,0.826,Rheumatoid arthritis,0.6000000000000001,1960,10
1687,0.541,0.913,Rheumatoid arthritis,0.6000000000000001,1790,10
8200,0.503,0.783,Rheumatoid arthritis,0.6000000000000001,1297,10
51438,0.62,0.652,Breast Cancer,0.6000000000000001,1961,1
348654,0.589,0.87,Breast Cancer,0.6000000000000001,1962,1
3791,0.351,0.957,Schizophrenias,0.6000000000000001,217,14
4049,0.414,0.913,Schizophrenias,0.6000000000000001,678,14
55777,0.547,0.783,Schizophrenias,0.6000000000000001,1963,14
27121,0.635,0.522,Schizophrenias,0.6000000000000001,1964,14
2729,0.491,0.913,Schizophrenias,0.6000000000000001,1121,14
10645,0.582,0.826,Schizophrenias,0.6000000000000001,1965,14
57628,0.657,0.826,Schizophrenias,0.6000000000000001,1966,14
8214,0.647,0.696,Schizophrenias,0.6000000000000001,1967,14
9348,0.722,0.261,Schizophrenias,0.6000000000000001,1968,14
2356,0.645,0.609,Colorectal Cancer,0.6000000000000001,1852,7
4835,0.593,0.739,Breast Cancer,0.6000000000000001,1324,1
5587,0.447,0.87,Colorectal Cancer,0.6000000000000001,1889,7
26986,0.582,0.87,Breast Cancer,0.6000000000000001,1969,1
116135,0.659,0.391,Breast Cancer,0.6000000000000001,1970,1
5742,0.466,0.913,Rheumatoid arthritis,0.6000000000000001,1025,10
1394,0.507,0.957,Breast Cancer,0.6000000000000001,1952,1
64946,0.654,0.565,Colorectal Cancer,0.6000000000000001,1971,7
3190,0.481,0.87,Breast Cancer,0.6000000000000001,1972,1
10752,0.447,0.913,Colorectal Cancer,0.6000000000000001,449,7
28234,0.528,0.826,Colorectal Cancer,0.6000000000000001,1921,7
3957,0.615,0.696,Breast Cancer,0.6000000000000001,1973,1
23387,0.574,0.826,Breast Cancer,0.6000000000000001,1974,1
23650,0.568,0.739,Breast Cancer,0.6000000000000001,1975,1
284217,0.534,0.87,Colorectal Cancer,0.6000000000000001,1976,7
64321,0.509,0.696,Colorectal Cancer,0.6000000000000001,1977,7
5601,0.513,0.913,Colorectal Cancer,0.6000000000000001,1978,7
4929,0.475,0.913,Bipolar Disorder,0.6000000000000001,142,16
56938,0.609,0.826,Bipolar Disorder,0.6000000000000001,1979,16
8774,0.59,0.696,Bipolar Disorder,0.6000000000000001,1980,16
32,0.608,0.739,Breast Cancer,0.6000000000000001,1981,1
3123,0.375,0.957,Bipolar Disorder,0.6000000000000001,49,16
132671,0.682,0.391,Breast Cancer,0.6000000000000001,1982,1
406987,0.502,0.826,Type 2 Diabetes,0.6000000000000001,1983,0
407006,0.456,0.913,Type 2 Diabetes,0.6000000000000001,839,0
4299,0.545,0.783,Breast Cancer,0.6000000000000001,1984,1
3066,0.454,0.957,Schizophrenias,0.6000000000000001,1985,14
350,0.462,0.957,Schizophrenias,0.6000000000000001,1986,14
3843,0.664,0.696,Schizophrenias,0.6000000000000001,1987,14
5728,0.29,0.913,Schizophrenias,0.6000000000000001,44,14
1571,0.443,0.957,Schizophrenias,0.6000000000000001,912,14
10351,0.485,0.826,Colorectal Cancer,0.6000000000000001,568,7
5972,0.379,0.957,Bipolar Disorder,0.6000000000000001,1988,16
5321,0.479,0.913,Breast Cancer,0.6000000000000001,1148,1
1825,0.596,0.783,Breast Cancer,0.6000000000000001,1989,1
23600,0.46,0.87,Colorectal Cancer,0.6000000000000001,1734,7
64405,0.774,0.261,Colorectal Cancer,0.6000000000000001,1990,7
6948,0.504,0.87,Colorectal Cancer,0.6000000000000001,1991,7
652,0.375,0.913,Rheumatoid arthritis,0.6000000000000001,852,10
1192,0.548,0.87,Breast Cancer,0.6000000000000001,1992,1
27306,0.381,0.913,Bipolar Disorder,0.6000000000000001,999,16
3785,0.496,0.87,Bipolar Disorder,0.6000000000000001,109,16
55507,0.652,0.739,Bipolar Disorder,0.6000000000000001,1993,16
6787,0.717,0.391,Bipolar Disorder,0.6000000000000001,1994,16
3087,0.551,0.783,Breast Cancer,0.6000000000000001,418,1
5002,0.618,0.652,Breast Cancer,0.6000000000000001,1598,1
468,0.472,0.913,Prostate Cancer,0.6000000000000001,1714,20
596,0.299,0.913,Bipolar Disorder,0.6000000000000001,54,16
24,0.461,0.913,Breast Cancer,0.6000000000000001,1995,1
1808,0.544,0.783,Colorectal Cancer,0.6000000000000001,851,7
902,0.605,0.696,Breast Cancer,0.6000000000000001,1996,1
5789,0.534,0.957,Breast Cancer,0.6000000000000001,1222,1
5305,0.633,0.696,Bipolar Disorder,0.6000000000000001,1182,16
9378,0.528,0.913,Bipolar Disorder,0.6000000000000001,290,16
1741,0.605,0.609,Bipolar Disorder,0.6000000000000001,1593,16
217,0.425,0.957,Bipolar Disorder,0.6000000000000001,739,16
28988,0.58,0.826,Bipolar Disorder,0.6000000000000001,1997,16
65059,0.639,0.652,Breast Cancer,0.6000000000000001,1998,1
143187,0.662,0.652,Colorectal Cancer,0.6000000000000001,1999,7
143384,0.662,0.652,Colorectal Cancer,0.6000000000000001,2000,7
8241,0.546,0.826,Colorectal Cancer,0.6000000000000001,2001,7
6899,0.408,0.957,Colorectal Cancer,0.6000000000000001,706,7
11122,0.586,0.783,Colorectal Cancer,0.6000000000000001,1908,7
283131,0.458,0.913,Colorectal Cancer,0.6000000000000001,2002,7
545,0.447,0.957,Colorectal Cancer,0.6000000000000001,2003,7
7516,0.483,0.913,Colorectal Cancer,0.6000000000000001,1137,7
8929,0.526,0.783,Schizophrenias,0.6000000000000001,2004,14
9332,0.417,0.913,Schizophrenias,0.6000000000000001,2005,14
3839,0.603,0.783,Schizophrenias,0.6000000000000001,2006,14
1141,0.593,0.478,Schizophrenias,0.6000000000000001,1498,14
84680,0.751,0.478,Breast Cancer,0.6000000000000001,2007,1
5697,0.497,0.826,Alzheimer Disease,0.6000000000000001,2008,2
6431,0.598,0.739,Colorectal Cancer,0.6000000000000001,2009,7
133,0.407,0.913,Schizophrenias,0.6000000000000001,725,14
6863,0.388,1.0,Bipolar Disorder,0.6000000000000001,1457,16
5997,0.536,0.913,Schizophrenias,0.6000000000000001,1918,14
4831,0.547,0.783,Colorectal Cancer,0.6000000000000001,2010,7
7468,0.461,0.87,Breast Cancer,0.6000000000000001,2011,1
23551,0.708,0.435,Schizophrenias,0.6000000000000001,2012,14
2346,0.424,0.913,Colorectal Cancer,0.6000000000000001,579,7
8471,0.586,0.739,Colorectal Cancer,0.6000000000000001,2013,7
4772,0.499,0.913,Colorectal Cancer,0.6000000000000001,2014,7
7157,0.256,0.957,Amyotrophic Lateral Sclerosis (ALS),0.6000000000000001,21,8
5373,0.515,0.87,Colorectal Cancer,0.6000000000000001,2015,7
2947,0.497,0.913,Colorectal Cancer,0.6000000000000001,1352,7
406920,0.552,0.826,Type 2 Diabetes,0.6000000000000001,1511,0
2730,0.556,0.783,Type 2 Diabetes,0.6000000000000001,2016,0
2074,0.469,0.913,Breast Cancer,0.6000000000000001,1318,1
10940,0.637,0.565,Breast Cancer,0.6000000000000001,2017,1
2317,0.46,0.87,Breast Cancer,0.6000000000000001,2018,1
11132,0.582,0.696,Colorectal Cancer,0.6000000000000001,216,7
1523,0.519,0.87,Colorectal Cancer,0.6000000000000001,1080,7
3101,0.667,0.609,Colorectal Cancer,0.6000000000000001,2019,7
23643,0.549,0.87,Rheumatoid arthritis,0.6000000000000001,2020,10
8125,0.631,0.783,Colorectal Cancer,0.6000000000000001,2021,7
9148,0.489,0.826,Colorectal Cancer,0.6000000000000001,2022,7
54899,0.673,0.609,Rheumatoid arthritis,0.6000000000000001,759,10
5519,0.622,0.739,Lung Cancer,0.6000000000000001,1948,19
152273,0.704,0.522,Breast Cancer,0.6000000000000001,2023,1
1848,0.491,0.87,Bipolar Disorder,0.6000000000000001,2024,16
2944,0.368,1.0,Bipolar Disorder,0.6000000000000001,323,16
2063,0.662,0.391,Breast Cancer,0.6000000000000001,2025,1
23345,0.479,0.913,Breast Cancer,0.6000000000000001,308,1
5335,0.525,0.87,Bipolar Disorder,0.6000000000000001,2026,16
7097,0.363,0.913,Bipolar Disorder,0.6000000000000001,738,16
7103,0.59,0.87,Bipolar Disorder,0.6000000000000001,2027,16
10010,0.627,0.783,Breast Cancer,0.6000000000000001,2028,1
1948,0.504,0.87,Schizophrenias,0.6000000000000001,1565,14
23259,0.618,0.783,Schizophrenias,0.6000000000000001,2029,14
2938,0.53,0.87,Schizophrenias,0.6000000000000001,2030,14
7447,0.598,0.522,Schizophrenias,0.6000000000000001,876,14
7625,0.831,0.348,Schizophrenias,0.6000000000000001,2031,14
